id,firstname,lastname,skills,endorsements,volunteer_experience,num_connections,location,causes_supported,industry,summary
5771,kendra,kapoor,"Critical Thinking, Big Data, Assertiveness, Communications, Depreciation","44, 29, 25, 15, 6",3,166,location,"cause1,cause2",industry,summary
5772,akshay,mehrotra,"Commitment, Updating Files, Ordering","18, 17, 1",8,391,location,"cause1,cause2",industry,summary
5773,varun,nagpal,"Information Design, Content Management, C++","8, 29, 11",2,58,location,"cause1,cause2",industry,summary
5774,priya,ann,"Rebuild Parts, Planning, Networking, Production Sourcing Director, Photoshop","8, 3, 4, 18, 6",7,445,location,"cause1,cause2",industry,summary
5775,dave,arora,"Mock Ups, Active Listening, Information Design","36, 8, 29",2,496,location,"cause1,cause2",industry,summary
5776,rohit,parker,"Technology, Industrial Control Systems, Bank Deposits, APIs","40, 11, 2, 48",1,22,location,"cause1,cause2",industry,summary
5777,priya,bhatnagar,"Data Modeling, Hair Design, Detail Oriented, Investigation, Perform routine and schedule maintenance","21, 44, 23, 19, 36",10,413,location,"cause1,cause2",industry,summary
5778,mark,ann,"Cost Accounting, Withdrawals, Techniques, Menus, Initiative","33, 2, 8, 48, 33",6,312,location,"cause1,cause2",industry,summary
5779,priya,arora,"Verifying Transactions, Managing Full Application Stacks, iOS, Conditioning Hair, Proofreading","26, 6, 2, 40, 4",2,344,location,"cause1,cause2",industry,summary
5780,priya,bhatnagar,"Annual Reports, Business Storytelling, Positive Attitude","9, 43, 30",3,477,location,"cause1,cause2",industry,summary
5781,sid,wartney,"Plan Development, Attention to Detail, Checking Account Deposit, Google Cloud","34, 17, 14, 28",7,226,location,"cause1,cause2",industry,summary
5782,priya,singh,"Written Communication, Monthly Closes, cloud, Numerical Competence, Retail Footwear Buyer","4, 18, 50, 42, 2",5,184,location,"cause1,cause2",industry,summary
5783,ashima,gandhi,"Heat Control, Conditioning Hair, Microsoft Office","36, 25, 47",2,48,location,"cause1,cause2",industry,summary
5784,himani,arora,"Coding, Media, Complaints, Photoshop, Critical Thinking","36, 39, 26, 3, 2",8,256,location,"cause1,cause2",industry,summary
5785,mia,nagpal,"Screening Calls, Checking Account Deposit, Health and Safety, Amazon Web Services (AWS), Forecasting","19, 6, 39, 37, 30",6,151,location,"cause1,cause2",industry,summary
5786,rahul,kapoor,"Sales, Fashion Buyer, Pedicures","22, 47, 13",1,11,location,"cause1,cause2",industry,summary
5787,ashima,kapoor,"Problem Solving, Persuasion, Tax Filing, Negotiation, leadership","2, 33, 16, 25, 6",10,216,location,"cause1,cause2",industry,summary
5788,mia,mehrotra,"Microsoft Office, Retail Footwear Buyer, Caring, Editing","9, 40, 34, 29",3,388,location,"cause1,cause2",industry,summary
5789,lisa,nagpal,"Ordering Supplies, J2EE, Photography, Conditioning Hair, Development","17, 46, 50, 35, 49",7,422,location,"cause1,cause2",industry,summary
5790,lisa,rai,"Skin Care, Amazon Web Services (AWS), Business Awareness, Aging Reports, Teamwork","35, 10, 32, 48, 6",7,365,location,"cause1,cause2",industry,summary
5791,dave,arora,"Jquery, Microsoft Office, Scheduling, Transferable","20, 39, 20, 19",8,346,location,"cause1,cause2",industry,summary
5792,ashima,bhatnagar,"Graphic Artist, Bilingual, Service Writing, Oral Communication","47, 35, 16, 42",7,21,location,"cause1,cause2",industry,summary
5793,mark,roy,"sql, Communication, Sketching","14, 26, 1",4,249,location,"cause1,cause2",industry,summary
5794,mia,ann,"Construction, Brand Ambassador, Digital Media","29, 23, 22",9,165,location,"cause1,cause2",industry,summary
5795,himani,parker,"Flexibility, Invoices, Email Marketing, Deployment Automation Tools","49, 37, 42, 27",4,483,location,"cause1,cause2",industry,summary
5796,kendra,singh,"Computer Programs, Cosmetics Consulting, J2EE, Answer Client Questions","32, 30, 36, 37",5,37,location,"cause1,cause2",industry,summary
5797,simar,singh,"Bank Reconciliations, Evaluating Processes, Proposal Writing, Decision Making, Food Preparation","35, 8, 11, 47, 4",9,93,location,"cause1,cause2",industry,summary
5798,priya,singh,"Skin Care, Critical Thinking, Corporate Tax, Business Sense","15, 47, 33, 33",9,350,location,"cause1,cause2",industry,summary
5799,varun,sherawat,"WordPress, Catering, Data Mining, Hadoop","22, 13, 48, 48",2,32,location,"cause1,cause2",industry,summary
5800,rahul,parker,"Scheduling, Responsibility, Establishing purpose","35, 7, 46",1,420,location,"cause1,cause2",industry,summary
5801,simar,dangelo,"Editing , Baking, Big Data, Pedicures, Photography","10, 49, 5, 37, 42",7,336,location,"cause1,cause2",industry,summary
5802,lisa,roy,"sql, Networking, Hair Coloring, Active Listening, Financial Report Auditing","8, 7, 12, 38, 2",10,51,location,"cause1,cause2",industry,summary
5803,adam,roy,"Prioritizing, Test Building Materials, Problem Solving, Customer Service, Content Programming","34, 12, 7, 5, 9",6,104,location,"cause1,cause2",industry,summary
5804,lisa,arora,"Ordering Supplies, Establishing Procedures, Coding","15, 36, 40",6,148,location,"cause1,cause2",industry,summary
5805,akshay,sherawat,"Editing, Curated Merchant, Hair Cutting, Federal Tax Law, Baking Techniques","24, 23, 47, 28, 13",7,403,location,"cause1,cause2",industry,summary
5806,chad,sherawat,"Planning, Baking, Fashion Buyer, Cosmetics Consulting","45, 50, 40, 21",4,389,location,"cause1,cause2",industry,summary
5807,mia,parker,"Coding, Editing, Decision Making, Efficiency, Positive Attitude","22, 31, 4, 44, 28",3,58,location,"cause1,cause2",industry,summary
5808,tiffany,sherawat,"Menus, Information Architecture, D3.js, Payroll Taxes","2, 38, 45, 13",2,227,location,"cause1,cause2",industry,summary
5809,priya,rai,"Editing, Commitment to Quality, Problem Solving, Withdrawals","2, 31, 10, 13",8,243,location,"cause1,cause2",industry,summary
5810,adam,kapoor,"Dedication, Service Advising, Technical","41, 12, 22",1,71,location,"cause1,cause2",industry,summary
5811,abhishek,parker,"Amazon Web Services (AWS), Email Marketing, Technical Support, Pitching Story Possibilities to Editors, Organizing","50, 22, 50, 16, 13",10,38,location,"cause1,cause2",industry,summary
5812,mark,ann,"Analytical, Supervising, Accounting Processes, Production Assistant, Data Modeling","26, 12, 45, 44, 7",5,291,location,"cause1,cause2",industry,summary
5813,tiffany,arora,"Time Management, Decision Making, Big Data, Cosmetics Consulting, Sales","16, 41, 1, 29, 7",7,455,location,"cause1,cause2",industry,summary
5814,adam,gandhi,"Content Programming, Metrics, Accounts Payable, Benchmarking, Programming Web Pages","4, 48, 12, 49, 35",9,252,location,"cause1,cause2",industry,summary
5815,adam,walia,"Techniques, Curated Merchant, Agile Development","15, 46, 5",3,440,location,"cause1,cause2",industry,summary
5816,abhijeet,roy,"Numerical Analysis, Algorithmic, Training","7, 45, 9",10,123,location,"cause1,cause2",industry,summary
5817,akshay,roy,"Digital Marketing, Agile Project Methodology, Tax Software","10, 47, 41",2,327,location,"cause1,cause2",industry,summary
5818,simar,arora,"Online searches, Problem Solving, cloud","47, 28, 15",5,403,location,"cause1,cause2",industry,summary
5819,ashima,parker,"Photoshop, Tax Returns, Control Labor Costs, Tax Analysis","47, 6, 26, 3",4,388,location,"cause1,cause2",industry,summary
5820,dave,dangelo,"Brand Strategist, Journal Entry Preparation/Posting, Technical Support","24, 38, 47",5,251,location,"cause1,cause2",industry,summary
5821,varun,rai,"Food Pricing, Depersonalization, Graphic Artist, Drawing Consensus","46, 3, 50, 16",5,111,location,"cause1,cause2",industry,summary
5822,abhijeet,kapoor,"Account Analysis, Establishing Procedures, Automated Deployment, Negotiation","3, 17, 31, 44",5,337,location,"cause1,cause2",industry,summary
5823,priya,roy,"Analytical, Cloud Applications, Establishing Procedures, Teamwork","41, 1, 9, 44",9,185,location,"cause1,cause2",industry,summary
5824,lisa,rai,"Public Speaking, Customer Service Representative, Control Labor Costs","45, 37, 30",6,150,location,"cause1,cause2",industry,summary
5825,akshay,walia,"Content Promotion, Communication, Budgets","44, 48, 7",9,464,location,"cause1,cause2",industry,summary
5826,chad,rai,"Hair Styling, Verifying Transactions, Evaluating Emerging Digital Technology Tools","50, 17, 12",3,289,location,"cause1,cause2",industry,summary
5827,abhishek,wartney,"Problem Solving, Banquet, Cloud Applications","40, 36, 19",7,305,location,"cause1,cause2",industry,summary
5828,varun,parker,"Food Regulations, JavaScript, html, Multitasking, Algorithmic","32, 31, 15, 49, 8",8,484,location,"cause1,cause2",industry,summary
5829,priya,rai,"Food Science, Logical Thinking, Communication, HP","13, 3, 49, 44",3,276,location,"cause1,cause2",industry,summary
5830,varun,rai,"Collaboration, Multitasking, Electrical Schematics","2, 34, 6",5,72,location,"cause1,cause2",industry,summary
5831,lisa,bhatnagar,"Receptionist, Google Analytics, Prioritizing","46, 3, 18",8,420,location,"cause1,cause2",industry,summary
5832,kendra,bhatnagar,"Proposal Writing, Cash Receipts, Retail Footwear Buyer, Data Modeling, Transaction Inquiries","17, 4, 50, 15, 18",1,334,location,"cause1,cause2",industry,summary
5833,rohit,kapoor,"Operations, Public Speaking, Photography, Identifying Audience","17, 37, 33, 2",9,76,location,"cause1,cause2",industry,summary
5834,varun,singh,"Handling Criticism Calmly, Teaching, Accuracy, Creative Director","19, 35, 32, 17",8,380,location,"cause1,cause2",industry,summary
5835,nishant,gandhi,"Project Management, Debt Management, Code Management and Promotion Tools, Pumping Gas, Web Metrics","32, 19, 11, 50, 40",9,37,location,"cause1,cause2",industry,summary
5836,mia,mehrotra,"Event Planner, Tax Filing, Audit Schedules, Annual Reports","42, 29, 35, 3",8,427,location,"cause1,cause2",industry,summary
5837,akshay,rai,"Hair Coloring, Prioritizing, Analytics, Electrical Installations","38, 37, 48, 10",1,19,location,"cause1,cause2",industry,summary
5838,himani,wartney,"Plan Development, Microsoft Office, Collections, Assertiveness, Creative","48, 3, 10, 27, 1",4,181,location,"cause1,cause2",industry,summary
5839,abhishek,dangelo,"Team Player, Proposals, First Aid","40, 40, 49",6,150,location,"cause1,cause2",industry,summary
5840,nishant,roy,"Principal Concept Knowledge, CSS, Public Speaking","44, 8, 46",2,109,location,"cause1,cause2",industry,summary
5841,adam,rai,"Reporting, Banking Software, Amazon Web Services (AWS)","38, 42, 35",3,435,location,"cause1,cause2",industry,summary
5842,ashima,dangelo,"Coding, Diplomacy, Hiring, Finance","45, 7, 48, 9",3,148,location,"cause1,cause2",industry,summary
5843,rohit,parker,"Proposals, Personal Tax, Answer Client Questions, Styling","11, 4, 22, 47",3,222,location,"cause1,cause2",industry,summary
5844,adam,bhatnagar,"Bookkeeping, Cleanliness, Personal Interaction, Organizational","6, 31, 30, 19",1,204,location,"cause1,cause2",industry,summary
5845,tiffany,sherawat,"Programming Web Pages, Detail Oriented, Accounts Receivable","33, 24, 47",10,21,location,"cause1,cause2",industry,summary
5846,nishant,nagpal,"Drafting, Business Acumen, Hair Highlighting, Communication, Car Tune-Up","4, 26, 31, 4, 48",4,114,location,"cause1,cause2",industry,summary
5847,lisa,bhatnagar,"Identifying Audience, Engine Repair, Preparing Written Documents, Planning, Establishing Tone","3, 45, 20, 36, 15",10,410,location,"cause1,cause2",industry,summary
5848,varun,sherawat,"Hygiene, Service Advising, Teamwork, HP","5, 50, 38, 25",5,117,location,"cause1,cause2",industry,summary
5849,varun,rai,"Forecasting, Diagnostic Abilities, JavaScript, Health and Safety, Recordkeeping","3, 49, 25, 41, 34",4,145,location,"cause1,cause2",industry,summary
5850,priya,roy,"Technology, Audits, Business Acumen, Creating Interactive Charts, Graphs, and Maps, Finance","18, 2, 36, 2, 25",10,254,location,"cause1,cause2",industry,summary
5851,rahul,kapoor,"Prioritizing, Cloud Applications, Microsoft Office, Electrical Installations, Administrative Tasks","4, 13, 31, 7, 26",2,299,location,"cause1,cause2",industry,summary
5852,ashima,ann,"Passion, Planner, Balance Sheets, Content Review","18, 10, 40, 24",9,99,location,"cause1,cause2",industry,summary
5853,priya,sherawat,"Chart of Accounts, Certified Public Accountant (CPA), Remembering Facts","25, 17, 23",3,81,location,"cause1,cause2",industry,summary
5854,ashima,dangelo,"Prioritizing, Creating Interactive Charts, Graphs, and Maps, Data Tools, Reporting, Health and Safety","6, 11, 45, 39, 45",3,81,location,"cause1,cause2",industry,summary
5855,rahul,gandhi,"Agile Project Methodology, Evaluating Processes, Appointment Scheduling, Food Safety, Answer Client Questions","3, 35, 12, 34, 26",5,354,location,"cause1,cause2",industry,summary
5856,kendra,dangelo,"Corporate Tax, Tax Law, Generating Content for Social Media Outlets, Photography, Cross Sales of Service","10, 5, 7, 30, 31",6,208,location,"cause1,cause2",industry,summary
5857,kendra,sherawat,"Online searches, Efficiency, Product Knowledge, General Manager","12, 46, 4, 29",5,223,location,"cause1,cause2",industry,summary
5858,mia,walia,"PowerPoint, Withdrawals, Product Developer","34, 18, 28",10,160,location,"cause1,cause2",industry,summary
5859,mia,arora,"Credits, html, Inventory Management, Conditioning Hair","23, 27, 5, 7",10,390,location,"cause1,cause2",industry,summary
5860,simar,gandhi,"Production Assistant, Food Pricing, Communication, Formatting, Communication","49, 45, 12, 14, 37",9,78,location,"cause1,cause2",industry,summary
5861,simar,nagpal,"Graphic Artist, Inventory Management, Digital Media","49, 43, 2",9,478,location,"cause1,cause2",industry,summary
5862,tiffany,sherawat,"Annual Reports, Auto Body Repair, Crystal Reports, Technical Support, Control Labor Costs","9, 5, 31, 17, 9",9,73,location,"cause1,cause2",industry,summary
5863,kendra,parker,"Problem Solving, Analytical, Best Practices, Deploying Applications in a Cloud Environment","4, 22, 6, 27",9,44,location,"cause1,cause2",industry,summary
5864,priya,nagpal,"Information Design, Teaching, Temperature Control, Business Sense","26, 26, 29, 2",4,87,location,"cause1,cause2",industry,summary
5865,varun,roy,"Training, Pitching Story Possibilities to Editors, Direction, Prepare Designs and Estimates, Technology","25, 5, 2, 38, 22",6,65,location,"cause1,cause2",industry,summary
5866,rahul,singh,"Brand Strategist, Pumping Gas, Problem Solving, Communication","29, 9, 34, 41",2,97,location,"cause1,cause2",industry,summary
5867,dave,kapoor,"Cash Receipts, Mathematical, Product Developer","30, 46, 33",5,137,location,"cause1,cause2",industry,summary
5868,adam,walia,"Public Relations, Photography, Time Efficient, Hair Cutting, Boutique Assistant","8, 18, 38, 6, 8",5,437,location,"cause1,cause2",industry,summary
5869,kendra,wartney,"Mock Ups, Checking Account Withdrawal, Counseling","20, 20, 8",4,280,location,"cause1,cause2",industry,summary
5870,akshay,parker,"Operations, Customer Relations, Chart of Accounts, Hiring, Customer Relations","33, 9, 11, 10, 50",9,170,location,"cause1,cause2",industry,summary
5871,akshay,dangelo,"Entertainment, Invoices, Federal Tax Law, Receptionist, Technology","44, 14, 50, 24, 14",3,444,location,"cause1,cause2",industry,summary
5872,mia,mehrotra,"Prioritizing, Motivation, Scheduling, Ordering Supplies, Mobile","25, 34, 45, 1, 7",1,316,location,"cause1,cause2",industry,summary
5873,priya,arora,"Identifying Audience, Python, General Manager, Product Developer","21, 50, 7, 16",5,348,location,"cause1,cause2",industry,summary
5874,varun,rai,"Catering, Accounting Software, Bilingual","17, 44, 22",10,272,location,"cause1,cause2",industry,summary
5875,priya,roy,"D3.js, Team Building, Financial Analysis, Cleanliness, Personal Tax","39, 49, 25, 18, 39",8,460,location,"cause1,cause2",industry,summary
5876,ashima,rai,"Rehabilitating Others, Management, Pedicures, Prediction","35, 34, 9, 15",8,343,location,"cause1,cause2",industry,summary
5877,akshay,wartney,"Critical Thinking, Personal Shopper, Web Metrics, Analytics","35, 47, 36, 44",3,29,location,"cause1,cause2",industry,summary
5878,abhijeet,wartney,"Conditioning Hair, Evaluating Emerging Digital Technology Tools, Efficiency","25, 17, 28",7,79,location,"cause1,cause2",industry,summary
5879,simar,walia,"Evaluating Options and Ordering Equipment and Tools, Efficiency, Training, Google Analytics, Cloud Applications","15, 4, 3, 9, 4",1,38,location,"cause1,cause2",industry,summary
5880,adam,kapoor,"Screening Calls, Deploying Applications in a Cloud Environment, Banking, Bank Deposits","10, 42, 14, 32",5,223,location,"cause1,cause2",industry,summary
5881,sid,walia,"Decision Trees, AWS, Documenting, Passion","20, 42, 40, 4",4,472,location,"cause1,cause2",industry,summary
5882,mia,gandhi,"Data Entry, Curated Merchant, Explaining Scope of Work to Stakeholders, Hair Cutting, Decision Making","38, 36, 1, 21, 25",6,472,location,"cause1,cause2",industry,summary
5883,priya,bhatnagar,"Account Analysis, Audits, Technical, Algorithms, Bedding Designer","23, 45, 8, 16, 44",4,318,location,"cause1,cause2",industry,summary
5884,dave,mehrotra,"Food Pricing, Prediction, Mathematics, Physics, Code Management and Promotion Tools","20, 24, 49, 16, 21",3,120,location,"cause1,cause2",industry,summary
5885,adam,bhatnagar,"Supervising, Truck Driving, Health and Safety, Service Writing","9, 14, 33, 24",2,486,location,"cause1,cause2",industry,summary
5886,simar,kapoor,"Organizational, Deployment Automation Tools, Team Player, Hotel Kitchen","40, 42, 46, 32",9,209,location,"cause1,cause2",industry,summary
5887,lisa,dangelo,"Critical Thinking, Communication, iOS, Preparing Written Documents","40, 34, 21, 11",9,75,location,"cause1,cause2",industry,summary
5888,chad,singh,"Deployment Automation Tools, Planning, Job Cost Reports","16, 13, 48",5,490,location,"cause1,cause2",industry,summary
5889,abhishek,rai,"Confidence, Data Imports, Chart of Accounts, Business Awareness, Content Management Systems (CMS)","23, 10, 10, 9, 39",5,407,location,"cause1,cause2",industry,summary
5890,abhijeet,bhatnagar,"Accounts Receivable, Communication, Toleration, Accounting Software","36, 23, 47, 14",5,452,location,"cause1,cause2",industry,summary
5891,rahul,nagpal,"Assertiveness, Rehabilitating Others, Customer Service Representative","32, 23, 26",2,256,location,"cause1,cause2",industry,summary
5892,mia,ann,"Entertainment, Communication, Public Relations, Paychex, Multitasking","49, 49, 45, 21, 2",7,44,location,"cause1,cause2",industry,summary
5893,sid,bhatnagar,"Business Storytelling, Content Management, General Manager, Presenting Proposals to Colleagues, Information Architecture","40, 1, 9, 42, 4",10,51,location,"cause1,cause2",industry,summary
5894,adam,sherawat,"Payroll, Receptionist, Time Management, Prediction, Transferable","3, 29, 43, 50, 21",5,128,location,"cause1,cause2",industry,summary
5895,lisa,dangelo,"Transferable, Image Management, Numerical Competence, Banquet","28, 6, 9, 50",7,210,location,"cause1,cause2",industry,summary
5896,ashima,wartney,"Promotions, Customer Service, Image Management, MS Excel","11, 18, 45, 1",6,165,location,"cause1,cause2",industry,summary
5897,nishant,nagpal,"Concepts, Business Sense, Prepare Designs and Estimates","28, 17, 15",6,462,location,"cause1,cause2",industry,summary
5898,mark,kapoor,"Grammar, Training, Detail Oriented, Time Management","9, 48, 5, 18",10,492,location,"cause1,cause2",industry,summary
5899,kendra,bhatnagar,"html5, Diplomacy, Reporting, Jquery, Crystal Reports","33, 25, 44, 18, 41",4,204,location,"cause1,cause2",industry,summary
5900,tiffany,kapoor,"Data Visualization Tools, Big Data, MS Word","39, 27, 12",6,495,location,"cause1,cause2",industry,summary
5901,rohit,singh,"Code Management and Promotion Tools, Media, Personal Shopper, Exercising Discretion","33, 19, 4, 13",8,451,location,"cause1,cause2",industry,summary
5902,priya,roy,"Answer Client Questions, Buyer, Team Building, Reporting","29, 40, 24, 6",7,121,location,"cause1,cause2",industry,summary
5903,akshay,mehrotra,"Bilingual, Assertiveness, Client Services Manager","41, 8, 21",8,79,location,"cause1,cause2",industry,summary
5904,abhijeet,mehrotra,"Editing , Retail Fashion Recruiter, J2EE, Interest Calculations, Ingredient Selection","2, 16, 24, 48, 16",10,183,location,"cause1,cause2",industry,summary
5905,kendra,mehrotra,"Investigation, Decision Making, Accounts Receivable, Budgeting","3, 4, 39, 32",4,155,location,"cause1,cause2",industry,summary
5906,lisa,ann,"Direction, Recommendations, Generating Content for Social Media Outlets, Content Management","1, 20, 6, 28",8,336,location,"cause1,cause2",industry,summary
5907,sid,singh,"Research and Development Manager, Documenting, Data Science Tools, Prioritizing, Toleration","20, 22, 42, 44, 31",3,355,location,"cause1,cause2",industry,summary
5908,mark,mehrotra,"Product Development Manager, Receptionist, Reporting, Chart of Accounts, Persuasion","43, 11, 23, 6, 1",4,144,location,"cause1,cause2",industry,summary
5909,kendra,wartney,"Pastry, Multitasking, Perform routine and schedule maintenance","48, 6, 20",4,164,location,"cause1,cause2",industry,summary
5910,nishant,kapoor,"Jquery, Production Assistant, Decision Making, Audits","13, 48, 28, 8",10,316,location,"cause1,cause2",industry,summary
5911,akshay,arora,"Fundraising, Analytics, Data Imports, Initiative, Photoshop","39, 25, 45, 38, 35",4,113,location,"cause1,cause2",industry,summary
5912,mark,gandhi,"Oracle, Adaptability, Digital Marketing, Optimization, Multitasking","9, 21, 28, 15, 1",3,419,location,"cause1,cause2",industry,summary
5913,abhijeet,gandhi,"Supervising, Construction, Mobile, Reasoning","31, 36, 28, 15",8,209,location,"cause1,cause2",industry,summary
5914,abhijeet,parker,"Copy writing, Copy writing, Recommendations, Microsoft Office","13, 11, 27, 3",4,314,location,"cause1,cause2",industry,summary
5915,abhijeet,sherawat,"Conditioning Hair, Training, Commitment, Tax Liabilities","5, 25, 3, 33",8,499,location,"cause1,cause2",industry,summary
5916,akshay,kapoor,"Report Writing, IT Knowledge, MS Excel, Content Strategy","7, 2, 33, 27",3,430,location,"cause1,cause2",industry,summary
5917,rohit,arora,"Assertiveness, Digital Marketing, Job Cost Reports, Microsoft Office, Positivity","42, 40, 11, 17, 31",3,485,location,"cause1,cause2",industry,summary
5918,himani,wartney,"Planning, Digital Media, Numerical Competence, MS Excel","1, 27, 8, 6",3,344,location,"cause1,cause2",industry,summary
5919,chad,gandhi,"Teamwork, Communication, Mathematical, CSS","48, 45, 23, 43",9,429,location,"cause1,cause2",industry,summary
5920,adam,walia,"Teamwork, leadership, C++","3, 23, 11",1,365,location,"cause1,cause2",industry,summary
5921,lisa,roy,"Analysis, Problem Solving, Commitment to Quality","30, 17, 25",6,231,location,"cause1,cause2",industry,summary
5922,akshay,nagpal,"Truck Driving, Aging Reports, Bank Deposits, Presenting Proposals to Colleagues, Towing","40, 1, 31, 21, 15",10,112,location,"cause1,cause2",industry,summary
5923,kendra,singh,"Scheduling, Analytical, Technical Support, JavaScript","25, 13, 3, 47",1,476,location,"cause1,cause2",industry,summary
5924,kendra,mehrotra,"Public Speaking, Mathematics, Conditioning Hair","48, 27, 39",9,292,location,"cause1,cause2",industry,summary
5925,sid,rai,"Empathy, Content Programming, Retail Buyer, IT Knowledge, Public Speaking","40, 8, 29, 41, 12",10,19,location,"cause1,cause2",industry,summary
5926,adam,singh,"Responsibility, Attention to Detail, Email Marketing, Planner","47, 9, 37, 7",10,423,location,"cause1,cause2",industry,summary
5927,ashima,nagpal,"Technology, Recordkeeping, Time Efficient, Decision Making, Diplomacy","33, 6, 42, 43, 21",3,142,location,"cause1,cause2",industry,summary
5928,rohit,wartney,"Questioning Others, Creativity, Troubleshooting Abilities, PowerPoint, Oral Communication","41, 7, 5, 26, 10",2,277,location,"cause1,cause2",industry,summary
5929,mark,parker,"Pitching Story Possibilities to Editors, Journalist Ethics, Creating Educational Materials, Tax Returns, Communications","10, 36, 1, 41, 17",7,378,location,"cause1,cause2",industry,summary
5930,chad,wartney,"Rehabilitating Others, Annual Reports, Handling Criticism Calmly, Customer Relations","30, 9, 24, 17",1,239,location,"cause1,cause2",industry,summary
5931,sid,singh,"Trial Balancing, Change and Repair Tires, Documenting","14, 13, 48",1,208,location,"cause1,cause2",industry,summary
5932,himani,ann,"Prioritizing, Food Regulations, Establishing purpose, Recordkeeping","35, 39, 11, 11",2,236,location,"cause1,cause2",industry,summary
5933,abhijeet,singh,"Linux, Cash Receipts, Editing , Consistency","25, 34, 23, 19",6,44,location,"cause1,cause2",industry,summary
5934,mia,singh,"Critical Thinking, Cloud Applications, Recordkeeping","43, 35, 29",1,220,location,"cause1,cause2",industry,summary
5935,ashima,kapoor,"Negotiation, Motivation, Checking Account Withdrawal, Baking Techniques, Data Mining","38, 25, 23, 35, 24",6,58,location,"cause1,cause2",industry,summary
5936,dave,bhatnagar,"Technology, Tax Reporting, Food Science, Crystal Reports","33, 50, 38, 41",3,303,location,"cause1,cause2",industry,summary
5937,abhishek,walia,"Hygiene, Evaluating Processes, Skin Care, Analytical, Public Speaking","16, 24, 49, 24, 40",2,488,location,"cause1,cause2",industry,summary
5938,sid,wartney,"Evaluating Options and Ordering Equipment and Tools, Confidence, Oil Change, Control Labor Costs, Algorithms","6, 27, 26, 4, 28",7,102,location,"cause1,cause2",industry,summary
5939,simar,rai,"Negotiation, Promotions, Flexibility, Organization","44, 31, 21, 5",6,139,location,"cause1,cause2",industry,summary
5940,varun,arora,"Receptionist, iOS, Planning Strategy for Websites and Social Media, Research and Development Manager, Recordkeeping","20, 4, 28, 3, 25",10,454,location,"cause1,cause2",industry,summary
5941,kendra,singh,"Tax Reporting, Editing, Jquery, Organizational, Publications","12, 20, 12, 18, 49",9,497,location,"cause1,cause2",industry,summary
5942,sid,wartney,"Formatting, Identifying Theme, Metrics, html5","48, 16, 19, 49",7,474,location,"cause1,cause2",industry,summary
5943,abhishek,dangelo,"Brake Repair, Big Data, Remembering Facts, Tax Filing, Analytics","3, 9, 10, 27, 19",6,297,location,"cause1,cause2",industry,summary
5944,adam,singh,"Training, Financial Statements, Collections, Perform routine and schedule maintenance","20, 35, 37, 15",5,111,location,"cause1,cause2",industry,summary
5945,dave,roy,"Big Data, Explaining Scope of Work to Stakeholders, Google Cloud, Product Knowledge, Chart of Accounts","25, 35, 7, 43, 40",9,389,location,"cause1,cause2",industry,summary
5946,chad,nagpal,"Cloud Applications, Teaching, Positive Attitude, Managing Full Application Stacks","18, 33, 11, 10",1,484,location,"cause1,cause2",industry,summary
5947,dave,parker,"Team Building, Data Visualization Tools, Cloud Based Development, Communication, Brand Ambassador","40, 49, 18, 6, 40",8,213,location,"cause1,cause2",industry,summary
5948,kendra,parker,"Persuasion, Factory Manager, Account Analysis, Directing Customers, Curated Merchant","44, 1, 47, 22, 43",2,155,location,"cause1,cause2",industry,summary
5949,abhishek,dangelo,"Events Manager, Networking, Updating Files, Hair Lightening","16, 31, 23, 45",8,159,location,"cause1,cause2",industry,summary
5950,tiffany,arora,"Physics, Deploying Applications in a Cloud Environment, Mock Ups, Active Listening, Certified Public Accountant (CPA)","41, 15, 5, 22, 50",10,222,location,"cause1,cause2",industry,summary
5951,abhishek,nagpal,"Service Writing, Public Speaking, Forecasting","33, 13, 36",7,167,location,"cause1,cause2",industry,summary
5952,kendra,sherawat,"Sales, Interpersonal Skills, html5","38, 25, 6",8,232,location,"cause1,cause2",industry,summary
5953,abhijeet,ann,"Collaboration, Attention to Detail, Baking Techniques, Chart of Accounts, Microsoft Office","40, 37, 34, 29, 11",10,199,location,"cause1,cause2",industry,summary
5954,himani,singh,"Associate Designer, Handling Criticism Calmly, Pastry, Product Knowledge, Financial Service Recognition","10, 47, 12, 20, 11",2,248,location,"cause1,cause2",industry,summary
5955,akshay,nagpal,"leadership, Payroll Liabilities, Empathy","35, 35, 7",6,367,location,"cause1,cause2",industry,summary
5956,mia,gandhi,"Paychex, Cloud Based Visualizations, Team Building","48, 7, 43",6,198,location,"cause1,cause2",industry,summary
5957,priya,singh,"Project Management, Content Management Systems (CMS), Hair Coloring","9, 24, 37",6,289,location,"cause1,cause2",industry,summary
5958,priya,wartney,"Google Cloud, Content Management Systems (CMS), Evaluating Processes","47, 33, 34",9,433,location,"cause1,cause2",industry,summary
5959,abhishek,sherawat,"Reading Volumes, Linux, Diplomacy","23, 47, 11",5,390,location,"cause1,cause2",industry,summary
5960,mia,roy,"Withdrawals, Decision Making, Flexibility","20, 16, 14",1,401,location,"cause1,cause2",industry,summary
5961,himani,walia,"Payroll Liabilities, Evaluating Processes, Sketching, Debt Management, DevOps","44, 46, 37, 44, 48",10,272,location,"cause1,cause2",industry,summary
